wave,conf_tv,trust,discuss,national_pride,income_inequality,party_vote,conf_gov,sign_petition,boycott,democracy,imp_family,happiness,leisure,imp_friends,imp_work,pol_interest,sex,age,educ,income,party_vote_local,party_vote2,party_vote3,survey_interest,regime_supporter,interested_pol,interested_survey,treatment,selfcens_vote,selfcens_petition,selfcens_boycott,selfcens_confgov,selfcens_democracy,selfcens_conftv,selfcens_trust,selfcens_incomeineq,selfcens_nationalpride,selfcens_discuss,selfcens_family,selfcens_happiness,selfcens_leisure,selfcens_friends,selfcens_work,selfcens_index1,selfcens_index2,selfcens_index3
3,3,2,3,1,7,4,3,3,3,2,1,2,1,1,1,4,1,53,2,3,50004,50003,50003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,5,1,1,3,3,1,1,2,2,2,1,3,1,26,1,3,50001,50003,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,2,10,1,2,-1,-1,1,1,2,2,2,1,2,2,38,3,8,50001,50003,-1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,1,2,2,1,5,5,1,3,3,1,1,2,1,1,1,2,1,72,2,7,5,50001,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,2,1,1,3,1,-1,3,1,1,2,2,2,1,3,2,35,2,7,50003,50001,-1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,-1,2,1,5,5,2,-1,3,1,1,2,1,1,2,2,1,35,3,5,5,50001,-1,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20
3,2,2,2,1,10,1,2,2,-1,1,1,2,2,3,1,2,2,42,3,5,50001,50003,50004,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,-1,2,1,10,1,1,-1,2,2,1,2,2,2,2,2,2,28,3,5,50001,50001,-1,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20
3,2,2,2,2,9,5,3,-1,-1,1,1,3,1,1,1,4,2,48,3,6,5,50001,50004,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,10,1,2,2,2,2,1,2,2,3,2,3,2,32,3,9,50001,50003,-1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,2,1,3,3,4,3,3,2,1,2,1,2,1,4,2,38,3,7,50003,50001,50001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,2,2,7,1,1,1,-1,1,1,1,2,2,1,2,2,38,3,8,50001,50003,50004,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,5,1,1,-1,2,1,1,1,2,2,1,3,2,32,3,8,50001,50003,50004,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,3,2,1,1,10,1,2,1,3,1,1,2,2,1,1,1,2,27,3,8,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,2,2,1,10,3,3,-1,-1,2,1,1,2,2,1,4,2,44,3,5,50003,50003,-1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,1,1,2,1,1,-1,-1,1,1,4,4,2,1,1,1,48,1,2,50001,50003,50004,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,3,2,2,1,8,1,3,1,2,1,1,2,2,2,1,3,2,42,3,6,50001,50001,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,3,1,5,5,2,3,-1,1,1,1,1,2,1,4,1,49,3,8,5,50001,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,3,2,2,1,5,1,3,-1,-1,1,1,2,1,1,1,3,1,36,3,5,50001,50001,-1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,1,2,1,6,5,2,-1,-1,1,1,1,3,2,1,2,1,27,3,7,5,50001,-1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,8,3,2,-1,-1,1,1,2,2,1,1,3,1,19,3,6,50003,50001,50004,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,1,2,1,1,10,1,1,3,2,1,1,2,1,1,1,2,1,24,3,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,5,5,2,3,3,1,1,3,2,1,1,2,1,62,3,4,5,50003,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,2,1,5,1,2,1,2,1,1,2,2,2,1,1,1,52,3,6,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,6,5,1,-1,-1,1,1,1,2,1,1,2,1,32,3,6,5,50003,-1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,1,2,2,1,6,1,1,3,-1,1,1,2,2,2,1,2,1,41,2,5,50001,50003,-1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,6,5,2,-1,3,1,1,1,1,1,1,2,1,47,3,7,5,50003,-1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,1,1,2,1,5,1,1,-1,-1,1,1,3,2,1,1,2,1,28,3,4,50001,50003,50002,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,-1,2,3,1,-1,5,-1,-1,-1,1,1,2,1,1,2,4,1,55,1,2,5,50001,-1,2,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,19.999999999999996,60,60
3,1,1,2,1,5,1,1,-1,-1,1,1,3,1,1,1,1,1,40,1,6,50001,50001,50004,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,-1,2,1,3,1,1,-1,3,1,1,2,2,1,1,2,1,51,1,8,50001,50002,5,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20
3,2,-1,1,1,10,5,3,3,3,1,1,1,1,1,1,1,1,27,3,8,5,50002,50004,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-20,0,0
3,-1,2,3,2,4,5,-1,-1,-1,-1,1,2,1,1,1,4,2,38,1,1,5,50002,-1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,60.00000000000001,80,80
3,2,2,1,1,6,3,1,-1,-1,1,1,2,1,1,1,1,1,40,3,6,50003,50002,50004,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,1,2,2,1,2,3,2,-1,-1,1,1,1,2,1,1,2,1,19,2,9,50003,50001,-1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,1,3,1,2,5,2,3,3,1,1,1,4,2,1,4,2,19,3,8,5,50001,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,2,1,10,3,2,3,3,1,1,2,2,1,1,2,2,18,3,7,50003,50001,50002,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,1,1,6,1,2,3,3,1,1,2,1,1,1,1,1,40,3,7,50001,50001,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,3,1,5,1,2,-1,-1,1,1,2,1,1,1,1,1,42,1,5,50001,50003,-1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,10,5,2,3,-1,1,1,3,1,1,1,3,1,28,3,5,5,50004,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,8,1,1,3,3,1,1,2,2,1,1,3,1,40,1,5,50001,50004,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,5,3,2,-1,-1,1,1,2,3,1,1,3,1,46,2,7,50003,50004,-1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,-1,-1,3,2,6,1,-1,-1,-1,1,1,2,1,1,1,4,1,72,1,3,50001,50003,50004,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,19.999999999999996,60,60
3,2,2,2,1,6,1,1,3,-1,1,1,2,2,1,1,2,1,25,3,6,50001,50004,50004,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,-1,2,3,-1,5,1,-1,3,3,-1,1,2,2,1,1,4,2,32,1,2,50001,50003,-1,2,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,40,40
3,2,2,2,1,5,1,2,3,3,1,1,1,1,1,1,3,1,38,1,9,50001,50003,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-1,2,-1,1,3,1,-1,3,3,-1,1,2,3,2,1,4,2,45,1,3,50001,50003,-1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,40,40
3,-1,2,3,-1,5,1,-1,3,3,-1,1,2,-1,1,1,4,2,35,1,3,50001,50003,-1,2,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,20,40
3,-1,2,-1,1,5,5,-1,3,3,-1,1,3,2,1,1,-1,2,30,1,2,5,50003,-1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,40,40
3,-1,2,3,1,5,1,-1,3,3,-1,1,3,2,1,1,4,2,38,1,2,50001,50003,-1,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,20,40,40
3,-1,2,2,1,3,1,-1,3,3,1,1,2,1,1,1,2,2,35,1,3,50001,50003,-1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20
3,2,2,2,1,10,1,1,1,3,1,1,2,2,1,1,2,1,35,3,-2,50001,50002,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,-1,1,10,1,1,-1,-1,1,1,1,1,1,1,4,2,35,2,6,50001,50002,50004,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,20,40,40
3,-1,2,3,1,4,3,-1,3,3,-1,1,2,1,1,1,4,2,28,2,4,50003,50001,-1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,20,40,40
3,2,-1,2,1,1,3,2,3,3,2,1,3,1,1,1,2,2,19,1,4,50003,50001,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-20,0,0
3,-1,2,3,2,5,1,-1,3,3,1,1,2,1,1,1,4,2,25,1,6,50001,50003,-1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20
3,-1,2,3,2,4,5,-1,3,3,-1,1,2,2,2,1,4,2,24,1,3,5,50004,-1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,20,40,40
3,-1,2,3,1,1,3,-1,3,3,2,1,1,2,2,1,4,2,20,2,8,50003,50004,-1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20
3,-1,2,3,1,5,3,-1,3,3,2,1,1,-1,-1,1,4,2,30,1,8,50003,50004,-1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,-20,20
3,3,-1,2,1,5,1,2,3,3,1,1,2,1,2,1,3,1,26,1,3,50001,50003,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-20,0,0
3,2,2,2,1,6,2,1,-1,3,1,1,2,1,1,1,2,1,38,3,5,50002,50001,50003,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,-1,-1,3,1,5,3,-1,-1,-1,1,1,2,1,2,1,4,1,37,1,5,50003,50001,-1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,19.999999999999996,60,60
3,2,2,2,1,8,5,2,3,3,1,1,2,2,2,1,3,2,27,2,8,5,50003,-1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,6,1,1,-1,-1,4,1,1,2,2,4,2,1,35,2,6,50001,50003,5,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,3,3,2,3,3,1,1,2,3,2,1,3,1,35,1,8,50003,50001,50004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-1,2,3,2,-1,3,-1,3,3,-1,1,2,1,3,1,-1,2,40,1,5,50003,50001,-1,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,40,40
3,-1,2,3,2,4,1,-1,3,3,1,1,1,2,1,1,4,1,45,1,4,50001,50002,-1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20
3,2,2,1,1,5,3,2,-1,-1,1,1,2,2,1,1,1,1,29,2,5,50003,50001,5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,-1,1,1,5,1,2,-1,-1,1,1,2,1,2,1,1,1,27,1,4,50001,50003,50004,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,20,40,40
3,2,-1,2,1,4,1,2,-1,-1,1,1,2,1,1,1,1,1,38,1,6,50001,50003,-1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,20,40,40
3,2,2,1,1,5,1,1,-1,-1,1,1,3,1,1,1,1,1,39,1,6,50001,50002,-1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,-1,2,3,2,-1,1,-1,3,3,-1,1,2,2,1,1,4,2,30,1,7,50001,50003,-1,2,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,40,40
3,2,1,2,1,10,1,1,3,-1,1,1,2,1,1,1,2,1,52,3,6,50001,50004,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,-1,2,3,2,5,3,-1,-1,-1,-1,1,2,2,1,1,4,2,35,1,3,50003,50004,-1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,60.00000000000001,80,80
3,-1,2,3,1,5,3,-1,3,3,-1,1,1,1,1,1,4,1,60,1,6,50003,50004,-1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,20,40,40
3,-1,-1,3,-1,5,3,-1,-1,-1,-1,1,2,2,1,1,4,2,32,1,6,50003,50004,-1,2,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,20.000000000000007,80,80
3,-1,-1,3,2,5,3,-1,-1,-1,-1,1,2,2,1,1,4,2,22,1,3,50003,50001,-1,2,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,40,80,80
3,-1,2,3,2,5,3,-1,3,3,-1,1,2,2,3,1,4,2,35,1,5,50003,50001,-1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,20,40,40
3,2,2,2,1,10,1,1,1,1,1,1,1,2,1,1,2,1,42,3,5,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,3,1,1,2,1,1,1,3,3,1,3,2,43,3,6,50003,50003,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,2,1,1,1,2,3,2,1,2,2,34,3,4,50001,50003,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,2,1,1,1,1,1,2,4,2,1,2,1,26,3,3,50002,5,50004,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,2,1,10,2,2,1,3,1,1,2,3,1,1,2,1,26,3,7,50002,50004,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-1,1,1,10,2,1,2,-1,1,1,2,3,2,1,2,2,22,3,8,50002,50003,50001,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20
3,4,2,1,1,10,5,1,1,1,1,2,2,3,2,1,1,1,70,3,7,5,50002,50004,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,3,2,2,1,1,1,1,3,2,1,2,1,18,3,8,50003,50002,50004,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,2,2,2,2,1,2,3,2,1,2,2,40,3,4,50001,5,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,1,1,10,1,1,1,1,1,1,2,3,2,1,1,1,38,3,2,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,2,-1,1,1,1,3,2,1,3,2,27,2,4,50001,50003,50004,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,1,1,10,3,1,1,1,1,1,2,3,3,1,1,1,51,3,4,50003,50001,50004,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,1,1,10,2,2,1,1,1,1,2,3,2,1,1,1,40,3,5,50002,50001,50001,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,3,1,10,3,1,1,-1,1,1,1,3,2,1,3,2,25,2,4,50003,50001,50003,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,10,1,1,2,1,1,1,2,3,3,1,3,1,32,3,3,50001,5,50004,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,2,2,1,1,1,3,2,1,2,2,30,3,8,50001,50002,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,2,-1,1,1,1,3,2,1,2,2,35,2,6,50001,50003,50004,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,10,1,1,1,2,1,1,2,3,2,1,3,1,35,3,5,50001,50001,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,2,1,10,1,1,2,-1,1,1,2,3,2,1,2,2,32,1,3,50001,50003,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,3,2,2,1,10,1,1,1,1,1,1,2,3,2,1,1,1,52,3,6,50001,50004,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,1,1,1,1,2,3,2,1,1,1,51,3,6,50001,50003,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,2,1,2,2,1,1,2,3,3,1,3,2,24,3,5,50002,50001,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,3,1,10,2,1,2,3,1,1,2,3,2,1,4,2,27,3,6,50002,5,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,1,2,1,1,2,3,2,1,3,2,35,3,4,50001,50003,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,3,-1,1,1,2,3,2,1,2,1,35,3,4,50001,50003,50004,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,1,1,1,-1,-1,1,1,1,3,2,1,2,2,40,2,3,50001,50003,50004,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,1,1,10,2,1,2,1,1,1,2,2,3,1,2,1,60,2,7,50002,50004,50003,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,-1,2,1,1,2,3,2,1,1,2,24,2,2,50001,50003,50004,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,10,2,1,2,3,1,1,2,3,2,1,2,2,23,3,8,50002,50004,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,1,1,-1,-1,1,1,3,3,2,1,1,1,30,2,3,50001,50002,-1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,1,2,-1,1,10,1,1,-1,-1,1,1,4,3,3,1,2,1,25,1,2,50001,50003,-1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,20,40,40
3,2,2,1,1,10,3,1,2,3,1,1,2,3,2,1,1,2,20,3,2,50003,50001,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,5,1,-1,-1,1,1,2,3,2,1,2,1,45,2,6,5,50001,-1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,10,1,1,-1,-1,1,1,2,3,2,1,2,2,25,3,6,50001,50003,50002,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,10,5,1,-1,-1,1,1,2,3,2,1,2,1,33,3,5,5,50004,-1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,10,1,1,-1,-1,1,1,2,3,2,1,3,2,25,2,3,50001,50003,50004,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,1,1,6,3,2,1,2,1,1,2,3,2,1,2,1,36,2,5,50003,50001,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-1,2,3,1,10,3,2,-1,-1,2,1,2,3,2,1,3,2,20,3,4,50003,50001,-1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20,40,40
3,2,2,1,1,10,2,1,1,2,1,1,2,3,2,1,1,1,30,3,7,50002,50004,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-1,2,2,1,10,1,1,-1,-1,1,1,2,3,2,1,3,2,25,2,3,50001,50003,-1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20,40,40
3,3,2,2,1,10,1,3,3,1,1,1,2,3,2,1,2,1,34,3,4,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-1,2,2,1,10,2,1,-1,-1,1,1,2,3,2,1,3,2,25,2,3,50002,50002,-1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20,40,40
3,2,2,1,1,10,1,1,2,-1,1,1,2,3,2,1,2,1,47,3,4,50001,50002,-1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,-1,2,3,1,10,2,2,-1,-1,1,1,2,3,2,1,3,2,34,3,4,50002,50004,-1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20,40,40
3,-1,2,1,1,8,3,2,1,-1,1,1,3,3,2,1,2,1,36,3,9,50003,50001,50004,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20
3,2,2,2,1,7,2,2,2,-1,1,1,1,3,1,1,3,2,30,2,8,50002,50003,50004,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,-1,2,-1,1,10,1,1,-1,-1,1,1,2,2,2,1,3,1,55,1,4,50001,50003,-1,2,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,40,40
3,2,2,2,1,10,1,1,-1,-1,1,1,2,3,2,1,2,2,25,3,8,50001,50003,50002,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,10,1,1,-1,-1,1,1,2,3,2,1,2,1,22,3,3,50001,50003,-1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,10,1,1,-1,-1,1,1,2,3,3,1,2,2,45,3,4,50001,50003,-1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,3,2,2,1,10,4,1,-1,-1,1,1,3,3,2,1,2,1,42,3,4,50004,50002,-1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,3,2,2,1,10,1,1,-1,-1,1,1,2,3,2,1,3,2,30,2,4,50001,50003,50004,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
3,2,2,2,1,10,2,1,2,3,1,1,2,2,2,1,2,2,31,2,8,50002,50002,50004,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,1,1,10,1,4,2,-1,1,1,2,3,1,1,1,1,48,2,3,50001,50004,-1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,3,-1,2,1,9,4,2,2,3,1,1,2,3,2,1,2,2,17,2,4,50004,50002,50001,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-20,0,0
3,2,2,1,1,10,1,1,2,3,1,1,2,4,2,1,1,1,38,3,8,50001,50002,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,10,3,1,2,-1,1,1,3,2,1,1,2,2,25,2,4,50003,50002,50001,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,1,1,10,2,1,1,-1,1,1,2,3,2,1,2,1,27,3,8,50002,50003,50004,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,10,1,1,1,-1,1,1,1,3,1,1,2,2,25,2,3,50001,50003,-1,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
3,2,2,2,1,10,1,1,1,3,1,1,2,3,2,1,2,2,18,2,7,50001,50002,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
