wave,conf_tv,trust,discuss,national_pride,income_inequality,party_vote,conf_gov,sign_petition,boycott,democracy,imp_family,happiness,leisure,imp_friends,imp_work,pol_interest,sex,age,educ,income,party_vote_local,party_vote2,party_vote3,survey_interest,regime_supporter,interested_pol,interested_survey,treatment,selfcens_vote,selfcens_petition,selfcens_boycott,selfcens_confgov,selfcens_democracy,selfcens_conftv,selfcens_trust,selfcens_incomeineq,selfcens_nationalpride,selfcens_discuss,selfcens_family,selfcens_happiness,selfcens_leisure,selfcens_friends,selfcens_work,selfcens_index1,selfcens_index2,selfcens_index3,match_group
3,2,2,2,1,10,1,2,1,2,1,1,2,3,2,2,3,1,56,3,4,50001,50004,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.156
3,2,2,2,1,2,1,2,1,3,1,1,2,4,3,1,3,2,45,1,4,50001,50002,50003,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.53
3,1,2,3,1,5,2,1,2,3,1,1,2,3,2,1,4,2,30,1,3,50002,50001,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.186
3,2,2,2,1,1,2,2,1,3,1,1,1,2,3,1,3,2,28,2,-2,50002,50001,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.678
3,2,2,2,1,4,1,3,1,3,1,1,3,2,3,1,3,2,35,1,4,50001,50004,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.61
3,2,2,2,1,5,2,2,1,-1,1,1,1,2,2,2,2,2,18,3,5,50002,50003,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,1.1.38
3,2,2,2,1,-1,2,2,2,3,1,1,2,3,3,1,3,2,27,1,2,50002,50003,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-20,0,0,0.1.6
3,1,1,1,1,3,1,2,1,2,1,1,2,3,2,1,3,1,31,3,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.754
3,4,1,1,1,10,2,4,2,2,2,1,2,3,2,1,2,1,27,3,7,50002,50004,50001,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.198
3,2,2,2,1,4,1,3,1,2,1,1,1,2,4,1,3,2,40,2,7,50001,50002,50003,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.330
3,3,1,2,1,3,1,2,1,1,1,1,2,3,2,1,1,1,54,2,7,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.381
3,1,2,2,1,7,1,3,1,3,1,1,2,3,2,1,2,2,30,3,8,50001,50001,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.157
3,2,2,2,1,5,1,3,1,3,1,1,2,2,3,1,1,2,28,1,2,50001,50002,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.343
3,2,2,1,1,9,1,3,1,3,1,1,2,3,2,1,1,2,21,3,5,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.38
3,2,2,2,1,7,1,4,1,3,1,1,2,3,4,2,3,2,47,3,8,50001,50001,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.572
3,2,2,2,1,5,2,2,1,2,1,1,2,2,3,1,2,2,27,3,7,50002,50003,50001,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.157
3,2,2,3,1,5,2,3,1,3,1,1,1,3,3,1,2,2,39,3,7,50002,50001,50004,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.105
3,2,2,2,3,3,1,3,1,2,1,1,2,4,3,1,2,2,27,3,8,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.155
3,2,2,2,1,1,3,3,1,1,2,1,2,3,2,1,1,2,29,3,6,50003,50001,50004,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.142
3,2,2,2,1,6,1,3,1,3,1,1,1,1,2,1,2,2,41,3,8,50001,50002,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.105
3,2,2,2,1,5,1,2,1,2,1,1,2,3,2,1,2,1,36,3,5,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.60
3,2,1,2,1,6,1,2,1,2,1,1,2,3,2,1,2,1,32,3,7,50001,50004,50002,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.389
3,2,1,1,1,3,-1,3,1,2,1,1,2,3,3,1,2,1,32,3,8,-1,50003,50004,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,1.1.396
3,2,2,2,1,5,2,2,1,3,1,1,1,1,2,1,4,1,43,3,8,50002,50003,50001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.458
3,2,2,1,1,6,1,2,1,1,1,1,2,3,2,1,2,1,31,3,6,50001,50004,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.389
3,2,2,2,1,4,1,2,1,2,1,1,2,3,2,1,2,1,32,2,6,50001,50003,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.49
3,2,1,2,1,8,3,2,1,3,1,1,2,2,4,1,3,1,56,2,8,50003,50004,50001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.722
3,1,1,2,1,1,5,3,1,1,1,1,2,2,3,1,1,1,49,3,7,5,50001,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.103
3,1,1,2,1,5,1,1,1,3,1,1,1,3,2,1,1,1,50,3,7,50001,50002,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.103
3,3,2,2,1,8,1,2,1,3,2,1,2,2,3,1,2,1,39,3,8,50001,50002,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.349
3,2,2,2,1,3,1,2,1,2,1,1,1,2,2,2,1,1,46,3,6,50001,50003,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.177
3,2,2,1,1,5,2,3,1,2,1,1,1,2,2,1,1,1,45,3,9,50002,50002,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.167
3,2,2,2,2,9,1,4,2,3,2,1,2,2,2,2,2,1,29,3,7,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.399
3,2,2,3,2,9,2,3,3,3,2,1,3,2,2,2,4,2,33,2,7,50002,50003,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.647
3,2,2,2,2,9,2,3,2,2,2,1,3,2,2,2,3,1,32,2,7,50002,50003,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.642
3,2,2,3,2,9,1,2,3,3,1,1,2,2,3,2,4,2,28,2,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.329
3,2,-1,1,2,9,1,2,2,2,2,1,2,2,2,2,1,2,33,2,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-20,0,0,1.1.288
3,2,2,3,2,9,2,3,3,3,2,1,2,2,2,2,4,2,28,1,7,50002,50002,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.240
3,2,2,3,2,9,2,3,3,3,2,1,3,3,2,2,4,2,34,1,7,50002,50003,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.684
3,2,2,2,1,9,2,3,2,2,2,1,3,2,2,2,3,1,32,2,7,50002,50002,50004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.642
3,2,2,2,2,9,1,2,2,3,2,1,2,2,2,2,3,2,32,3,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.235
3,2,2,2,2,9,1,2,3,3,2,1,2,2,2,1,3,2,29,3,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.235
3,2,2,3,1,9,1,2,3,3,1,1,2,3,2,2,4,1,33,1,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.52
3,2,2,2,1,9,1,2,3,3,1,1,2,2,3,2,3,1,34,3,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.754
3,2,2,3,2,9,2,2,3,2,2,1,2,2,2,2,4,2,30,2,7,50002,50002,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.566
3,2,2,2,2,9,1,2,3,3,2,1,2,2,2,2,3,2,32,3,7,50001,50002,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.235
3,2,2,3,2,9,1,2,3,3,2,1,3,2,2,2,4,2,29,2,7,50001,50002,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.329
3,2,2,2,2,9,2,3,2,2,2,1,2,2,2,2,3,1,34,3,9,50002,50003,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.455
3,2,2,2,1,8,1,2,1,3,2,2,2,2,2,2,2,1,38,3,8,50001,50001,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.349
3,2,2,2,1,9,1,2,3,3,2,2,2,2,1,1,2,2,20,2,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.240
3,2,2,1,2,9,3,2,2,2,2,1,3,2,2,1,1,1,33,3,9,50003,50003,50004,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.396
3,2,2,1,2,9,1,2,3,3,2,1,2,2,2,1,2,1,61,3,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.47
3,2,2,3,2,2,1,4,3,3,2,1,2,2,2,2,4,2,32,1,7,50001,50002,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.312
3,2,2,3,2,9,1,2,3,3,2,1,2,2,2,2,4,2,34,1,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.684
3,2,2,3,3,9,-1,2,3,1,2,2,3,2,2,2,3,1,45,3,7,-1,-1,-1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0.1.443
3,2,2,3,1,9,1,2,3,3,2,1,2,2,2,2,4,2,32,1,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.211
3,2,2,2,2,9,1,2,3,3,2,1,2,2,2,1,2,1,48,3,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.103
3,2,2,2,1,9,3,2,3,3,2,1,2,2,2,2,3,1,48,3,7,50003,50003,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.443
3,2,2,3,2,2,1,2,3,3,2,1,3,2,2,2,4,2,32,1,7,50001,50002,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.211
3,2,2,3,2,3,1,3,3,3,3,1,3,2,2,2,4,2,32,1,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.211
3,2,2,3,2,2,2,3,3,3,2,1,3,2,2,2,4,2,29,1,7,50002,50002,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.707
3,2,2,3,2,9,1,2,3,3,2,1,2,2,2,2,4,2,34,1,7,50001,50001,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.684
3,2,2,3,2,2,1,2,3,3,2,1,2,2,2,2,4,2,38,1,7,50001,50001,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.718
3,2,2,3,2,9,1,2,3,3,2,1,2,2,2,2,4,2,42,3,7,50001,50002,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.572
3,2,2,3,2,9,1,2,-1,3,2,1,2,2,2,2,4,2,35,3,7,50001,50001,50004,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0.1.648
3,2,2,2,2,9,1,2,3,3,2,1,2,2,2,1,2,1,35,3,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.207
3,2,2,2,2,9,1,2,3,3,2,1,2,2,2,2,4,2,34,3,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.648
3,2,2,2,2,9,3,2,3,3,2,1,2,2,2,2,3,1,40,2,7,50003,50003,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.100
3,2,2,2,2,9,3,2,3,3,1,2,2,2,2,2,3,1,41,2,7,50003,50003,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.316
3,2,2,2,2,9,1,2,3,3,2,2,2,2,2,2,1,1,49,3,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.103
3,2,2,2,2,9,1,2,3,3,2,1,2,2,2,2,1,1,46,3,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.103
3,2,2,2,2,9,1,2,3,3,2,1,3,2,2,2,3,1,36,2,7,50001,-1,50003,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.100
3,2,2,2,1,9,2,2,3,1,2,1,3,2,2,1,2,1,40,2,7,50002,50004,50001,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.214
3,2,2,1,2,9,1,2,3,3,2,1,2,2,2,2,1,1,57,3,8,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.326
3,2,2,3,2,10,-1,2,3,3,2,2,1,2,2,1,1,2,35,1,7,-1,50003,50004,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,1.1.42
3,2,2,1,2,9,1,2,2,1,3,1,2,2,2,1,1,2,28,3,7,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.157
3,2,2,3,1,2,1,2,3,3,2,1,3,2,2,2,4,2,31,1,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.694
3,3,2,3,1,9,1,2,2,3,2,1,2,2,2,2,4,2,34,3,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.648
3,2,2,2,2,9,1,2,2,3,2,1,3,2,2,2,4,1,48,2,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.325
3,2,2,3,2,2,1,2,3,3,2,1,2,3,2,2,4,1,40,2,8,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.679
3,2,2,3,2,2,1,2,3,3,2,1,2,3,2,2,4,1,45,1,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.56
3,2,2,3,1,2,2,2,3,3,2,1,3,2,2,2,4,2,34,1,7,50002,50003,50004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.684
3,3,2,2,1,2,1,2,3,3,2,1,2,2,2,2,3,1,38,2,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.100
3,-1,2,3,1,1,2,3,3,3,1,1,3,2,2,2,4,2,29,1,7,50002,50003,50004,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-20,0,0,0.1.554
3,2,2,1,1,2,1,2,2,3,2,1,3,2,2,2,1,1,32,3,7,50001,50003,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.389
3,2,2,2,1,9,1,2,2,2,2,1,3,2,2,2,3,1,43,2,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.579
3,2,2,2,2,9,1,2,3,3,2,1,3,2,2,2,3,1,45,2,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.316
3,2,2,2,1,2,1,2,3,3,2,1,2,2,2,2,3,2,26,3,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.402
3,2,2,3,1,9,1,2,3,3,2,1,3,2,2,2,4,2,31,3,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.235
3,2,2,3,1,9,1,2,3,3,2,1,3,2,2,2,4,1,38,2,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.100
3,2,2,2,1,9,1,2,2,3,2,1,2,2,2,1,3,1,34,3,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.754
3,2,2,3,1,2,1,-1,3,3,2,1,3,2,2,2,4,2,33,1,7,50001,50002,50004,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0.1.684
3,2,2,3,1,2,1,2,3,3,2,1,3,2,2,2,4,2,35,1,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.153
3,2,2,3,1,-1,1,2,-1,-1,2,1,3,2,2,2,4,2,32,1,7,50001,50002,50004,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,20,40,40,0.1.211
3,2,2,3,1,2,1,3,3,3,2,1,3,2,2,2,4,2,34,1,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.684
3,2,2,3,1,9,1,2,3,3,2,1,3,2,2,2,4,2,28,2,7,50001,50003,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.329
3,2,2,3,1,3,1,2,3,3,2,1,2,2,2,2,4,2,27,2,7,50001,50002,50004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.329
3,2,2,2,2,2,1,2,3,3,2,1,3,3,2,2,3,1,42,3,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.458
3,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,3,1,45,2,7,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.316
3,3,2,2,1,8,1,3,2,2,1,1,2,2,3,1,2,1,30,1,2,50001,-1,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.332
3,3,2,2,1,8,1,2,3,3,1,1,3,2,2,1,2,1,62,1,4,50001,-1,50004,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0.6
3,3,2,2,1,7,1,3,3,3,2,2,2,2,3,1,3,2,72,1,5,50001,-1,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.215
3,3,2,2,1,9,4,3,1,1,1,2,2,3,4,2,2,1,31,1,3,50004,50002,-1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.57
3,3,2,2,1,9,1,3,2,1,2,2,2,2,2,1,2,1,35,3,4,50001,-1,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.60
3,3,2,2,1,10,2,2,1,3,1,1,2,3,1,2,2,1,27,3,7,50002,50001,50004,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.198
3,4,2,2,1,9,1,4,2,1,2,2,2,3,3,1,2,2,25,3,5,50001,-1,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.19
3,3,2,2,1,9,4,3,2,2,2,1,2,3,3,2,2,2,35,2,5,50004,50002,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.180
3,3,2,2,2,8,1,2,2,2,1,1,2,2,2,1,2,1,35,1,1,50001,50002,-1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.262
3,3,2,2,1,7,2,2,2,2,1,2,2,2,2,1,2,1,25,3,6,50002,50001,50004,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.5
3,2,2,2,1,3,-1,3,2,2,2,2,3,2,3,1,3,1,35,1,3,-1,50001,50004,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0.1.205
3,2,2,2,1,8,1,2,2,2,1,2,2,3,3,1,2,1,23,3,3,50001,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.77
3,4,2,2,1,7,1,4,2,2,2,1,3,3,3,1,2,2,40,1,1,50001,-1,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.23
3,3,2,2,1,8,-1,3,2,2,2,1,2,3,2,1,4,1,53,2,1,-1,50003,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0.1.75
3,3,2,2,1,5,2,3,2,2,1,1,3,2,2,1,3,2,25,1,3,50002,50001,50004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.96
3,3,2,2,1,7,1,3,2,1,1,1,2,2,2,1,2,2,32,2,3,50001,-1,-1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.65
3,4,2,2,1,8,2,3,2,2,1,2,2,2,2,1,3,1,35,1,2,50002,50004,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.536
3,2,2,2,1,7,2,2,2,2,2,1,2,2,2,1,2,1,30,2,3,50002,50003,50001,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.355
3,2,2,2,1,8,2,2,2,2,2,1,2,2,2,1,2,1,28,2,4,50002,50004,50001,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.185
3,4,2,2,1,7,1,3,2,2,2,1,1,3,2,2,2,2,22,2,5,50001,-1,50002,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.41
3,4,2,2,1,9,1,3,2,1,1,1,2,1,2,1,3,1,40,1,4,50001,-1,50002,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.350
3,3,2,2,1,9,4,3,2,2,2,1,3,2,2,1,2,2,60,1,5,50004,50002,-1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.117
3,3,2,2,1,8,-1,3,2,2,2,1,2,2,2,1,2,2,25,2,3,-1,-1,-1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,1.1.322
3,3,2,2,1,7,1,2,2,2,1,1,1,3,3,2,3,2,28,1,2,50001,50003,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.6
3,4,2,2,1,4,1,4,2,2,1,1,2,2,2,1,3,1,24,3,5,50001,-1,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.725
3,2,2,2,1,8,1,2,2,1,1,2,2,3,3,1,3,1,55,1,3,50001,-1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.480
3,2,2,2,1,8,1,2,2,1,2,2,2,2,3,1,3,2,30,1,3,50001,-1,50004,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.186
3,2,2,1,1,7,4,2,2,2,1,2,2,2,3,1,2,1,25,1,3,50004,50002,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.183
3,3,2,1,1,7,1,2,1,1,1,1,2,2,2,1,2,1,28,3,5,50001,50003,50004,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.46
3,2,2,2,1,5,1,2,2,2,1,1,2,2,2,2,2,2,23,3,4,50001,5,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.19
3,3,1,2,1,8,1,2,2,3,1,1,2,2,2,1,2,1,60,3,6,50001,5,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.40
3,3,2,2,1,8,1,3,2,2,1,1,1,3,2,1,2,2,33,3,8,50001,50002,50004,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1.184
3,3,2,3,1,7,3,2,2,2,1,1,2,2,1,1,3,1,48,3,7,50003,50002,50004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1.443
